PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Georgia,2018,43,X,2.95452,X,X,X,X,X,X,2338,99,79133
States,Hawaii,2018,43,X,1.76252,X,X,X,X,X,X,38,18,2156
States,Idaho,2018,43,X,0.375738,X,X,X,X,X,X,7,9,1863
States,Illinois,2018,43,X,1.16002,X,X,X,X,X,X,579,104,49913
States,Indiana,2018,43,X,1.0576,X,X,X,X,X,X,65,24,6146
States,Iowa,2018,43,X,0.616776,X,X,X,X,X,X,45,20,7296
States,Kansas,2018,43,X,1.19834,X,X,X,X,X,X,176,36,14687
States,Kentucky,2018,43,X,1.58001,X,X,X,X,X,X,227,45,14367
States,Louisiana,2018,43,X,3.17727,X,X,X,X,X,X,1590,95,50043
States,Maine,2018,43,X,1.23958,X,X,X,X,X,X,168,51,13553
States,Maryland,2018,43,X,0.993521,X,X,X,X,X,X,69,23,6945
States,Massachusetts,2018,43,X,1.14343,X,X,X,X,X,X,550,58,48101
States,Michigan,2018,43,X,1.1997,X,X,X,X,X,X,339,88,28257
States,Minnesota,2018,43,X,1.53928,X,X,X,X,X,X,116,23,7536
States,Mississippi,2018,43,X,2.50883,X,X,X,X,X,X,405,47,16143
States,Missouri,2018,43,X,0.969123,X,X,X,X,X,X,43,16,4437
States,Montana,2018,43,X,0.580357,X,X,X,X,X,X,52,35,8960
States,Nebraska,2018,43,X,2.06318,X,X,X,X,X,X,177,47,8579
States,Nevada,2018,43,X,0.581503,X,X,X,X,X,X,94,34,16165
States,New Hampshire,2018,43,X,0.739788,X,X,X,X,X,X,23,15,3109
States,New Jersey,2018,43,X,2.98871,X,X,X,X,X,X,982,44,32857
States,New Mexico,2018,43,X,1.08787,X,X,X,X,X,X,233,50,21418
States,New York,2018,43,X,1.13599,X,X,X,X,X,X,700,134,61620
States,North Carolina,2018,43,X,1.37015,X,X,X,X,X,X,1425,161,104003
States,North Dakota,2018,43,X,0.79758,X,X,X,X,X,X,29,13,3636
States,Ohio,2018,43,X,0.893915,X,X,X,X,X,X,166,49,18570
States,Oklahoma,2018,43,X,2.47682,X,X,X,X,X,X,179,22,7227
States,Oregon,2018,43,X,0.879487,X,X,X,X,X,X,306,74,34793
States,Pennsylvania,2018,43,X,1.14248,X,X,X,X,X,X,652,140,57069
States,Rhode Island,2018,43,X,0.455949,X,X,X,X,X,X,31,23,6799
States,South Carolina,2018,43,X,1.94822,X,X,X,X,X,X,298,26,15296
States,South Dakota,2018,43,X,0.853253,X,X,X,X,X,X,141,32,16525
States,Tennessee,2018,43,X,1.05605,X,X,X,X,X,X,91,54,8617
States,Texas,2018,43,X,2.63998,X,X,X,X,X,X,761,107,28826
States,Utah,2018,43,X,1.69755,X,X,X,X,X,X,338,54,19911
States,Vermont,2018,43,X,1.42456,X,X,X,X,X,X,71,15,4984
States,Virginia,2018,43,X,1.88437,X,X,X,X,X,X,1632,137,86607
States,Washington,2018,43,X,0.45797,X,X,X,X,X,X,31,31,6769
States,West Virginia,2018,43,X,1.02533,X,X,X,X,X,X,151,47,14727
States,Wisconsin,2018,43,X,1.35014,X,X,X,X,X,X,286,41,21183
States,Wyoming,2018,43,X,0.897708,X,X,X,X,X,X,38,21,4233
States,Puerto Rico,2018,43,X,6.79673,X,X,X,X,X,X,108,3,1589
States,Virgin Islands,2018,43,X,1.78384,X,X,X,X,X,X,17,4,953
States,New York City,2018,43,X,2.43232,X,X,X,X,X,X,2399,77,98630
States,Alabama,2018,44,X,2.38157,X,X,X,X,X,X,914,84,38378
States,Alaska,2018,44,X,2.44719,X,X,X,X,X,X,95,17,3882
States,Arizona,2018,44,X,2.01895,X,X,X,X,X,X,407,47,20159
States,Arkansas,2018,44,X,2.19714,X,X,X,X,X,X,109,16,4961
States,California,2018,44,X,1.76401,X,X,X,X,X,X,875,113,49603
States,Colorado,2018,44,X,2.60677,X,X,X,X,X,X,1073,73,41162
States,Connecticut,2018,44,X,1.84649,X,X,X,X,X,X,102,17,5524
States,Delaware,2018,44,X,0.152091,X,X,X,X,X,X,4,10,2630
States,District of Columbia,2018,44,X,2.25685,X,X,X,X,X,X,336,6,14888
States,Florida,2018,44,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,44,X,3.32044,X,X,X,X,X,X,2626,97,79086
States,Hawaii,2018,44,X,1.76036,X,X,X,X,X,X,31,17,1761
States,Idaho,2018,44,X,0.222346,X,X,X,X,X,X,4,8,1799
States,Illinois,2018,44,X,1.30508,X,X,X,X,X,X,656,105,50265
States,Indiana,2018,44,X,1.32008,X,X,X,X,X,X,77,25,5833
States,Iowa,2018,44,X,0.581959,X,X,X,X,X,X,36,20,6186
States,Kansas,2018,44,X,1.15607,X,X,X,X,X,X,168,37,14532
States,Kentucky,2018,44,X,1.85763,X,X,X,X,X,X,232,39,12489
States,Louisiana,2018,44,X,3.29785,X,X,X,X,X,X,1645,95,49881
States,Maine,2018,44,X,0.849477,X,X,X,X,X,X,82,51,9653
States,Maryland,2018,44,X,1.66245,X,X,X,X,X,X,138,24,8301
States,Massachusetts,2018,44,X,1.11881,X,X,X,X,X,X,565,58,50500
States,Michigan,2018,44,X,1.1542,X,X,X,X,X,X,311,87,26945
States,Minnesota,2018,44,X,2.24719,X,X,X,X,X,X,162,23,7209
States,Mississippi,2018,44,X,2.70222,X,X,X,X,X,X,457,48,16912
States,Missouri,2018,44,X,1.44078,X,X,X,X,X,X,59,17,4095
States,Montana,2018,44,X,0.708248,X,X,X,X,X,X,62,35,8754
States,Nebraska,2018,44,X,2.22141,X,X,X,X,X,X,182,47,8193
States,Nevada,2018,44,X,0.549416,X,X,X,X,X,X,87,32,15835
States,New Hampshire,2018,44,X,0.73193,X,X,X,X,X,X,24,16,3279
States,New Jersey,2018,44,X,2.97478,X,X,X,X,X,X,992,44,33347
States,New Mexico,2018,44,X,1.28941,X,X,X,X,X,X,256,48,19854
States,New York,2018,44,X,1.26905,X,X,X,X,X,X,786,135,61936
States,North Carolina,2018,44,X,1.45464,X,X,X,X,X,X,1548,162,106418
States,North Dakota,2018,44,X,1.15875,X,X,X,X,X,X,40,13,3452
States,Ohio,2018,44,X,1.0196,X,X,X,X,X,X,193,47,18929
States,Oklahoma,2018,44,X,2.66712,X,X,X,X,X,X,235,21,8811
States,Oregon,2018,44,X,0.927737,X,X,X,X,X,X,313,74,33738
States,Pennsylvania,2018,44,X,1.20261,X,X,X,X,X,X,676,139,56211
States,Rhode Island,2018,44,X,0.558331,X,X,X,X,X,X,38,23,6806
States,South Carolina,2018,44,X,2.19329,X,X,X,X,X,X,347,26,15821
States,South Dakota,2018,44,X,0.972398,X,X,X,X,X,X,161,32,16557
States,Tennessee,2018,44,X,0.870617,X,X,X,X,X,X,72,53,8270
States,Texas,2018,44,X,2.8987,X,X,X,X,X,X,831,109,28668
States,Utah,2018,44,X,1.44402,X,X,X,X,X,X,275,54,19044
States,Vermont,2018,44,X,1.16677,X,X,X,X,X,X,58,14,4971
States,Virginia,2018,44,X,2.05753,X,X,X,X,X,X,1819,136,88407
States,Washington,2018,44,X,0.420954,X,X,X,X,X,X,27,29,6414
States,West Virginia,2018,44,X,1.02125,X,X,X,X,X,X,148,44,14492
States,Wisconsin,2018,44,X,1.47368,X,X,X,X,X,X,308,41,20900
States,Wyoming,2018,44,X,0.858896,X,X,X,X,X,X,35,22,4075
States,Puerto Rico,2018,44,X,6.48952,X,X,X,X,X,X,127,4,1957
States,Virgin Islands,2018,44,X,1.90763,X,X,X,X,X,X,19,4,996
States,New York City,2018,44,X,2.16187,X,X,X,X,X,X,2162,73,100006
States,Alabama,2018,45,X,2.76766,X,X,X,X,X,X,1087,84,39275
States,Alaska,2018,45,X,2.06333,X,X,X,X,X,X,101,18,4895
States,Arizona,2018,45,X,2.05666,X,X,X,X,X,X,424,47,20616
States,Arkansas,2018,45,X,1.98373,X,X,X,X,X,X,100,15,5041
States,California,2018,45,X,1.86635,X,X,X,X,X,X,944,118,50580
States,Colorado,2018,45,X,2.74013,X,X,X,X,X,X,1120,73,40874
States,Connecticut,2018,45,X,2.27739,X,X,X,X,X,X,122,18,5357
States,Delaware,2018,45,X,0.530179,X,X,X,X,X,X,13,10,2452
States,District of Columbia,2018,45,X,1.94363,X,X,X,X,X,X,291,6,14972
States,Florida,2018,45,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,45,X,3.39753,X,X,X,X,X,X,2745,98,80794
States,Hawaii,2018,45,X,1.40217,X,X,X,X,X,X,22,17,1569
States,Idaho,2018,45,X,0.524934,X,X,X,X,X,X,10,9,1905
States,Illinois,2018,45,X,1.25819,X,X,X,X,X,X,632,104,50231
States,Indiana,2018,45,X,1.34377,X,X,X,X,X,X,79,25,5879
States,Iowa,2018,45,X,0.465326,X,X,X,X,X,X,31,21,6662
States,Kansas,2018,45,X,1.36772,X,X,X,X,X,X,192,36,14038
States,Kentucky,2018,45,X,1.6424,X,X,X,X,X,X,229,44,13943
States,Louisiana,2018,45,X,3.67614,X,X,X,X,X,X,1867,96,50787
States,Maine,2018,45,X,0.981172,X,X,X,X,X,X,111,51,11313
States,Maryland,2018,45,X,1.49345,X,X,X,X,X,X,98,25,6562
States,Massachusetts,2018,45,X,1.2139,X,X,X,X,X,X,599,57,49345
States,Michigan,2018,45,X,1.36638,X,X,X,X,X,X,382,88,27957
States,Minnesota,2018,45,X,1.75836,X,X,X,X,X,X,132,21,7507
States,Mississippi,2018,45,X,2.84541,X,X,X,X,X,X,499,48,17537
States,Missouri,2018,45,X,1.33657,X,X,X,X,X,X,55,17,4115
States,Montana,2018,45,X,0.592277,X,X,X,X,X,X,50,36,8442
States,Nebraska,2018,45,X,2.22559,X,X,X,X,X,X,176,47,7908
States,Nevada,2018,45,X,0.559854,X,X,X,X,X,X,89,33,15897
States,New Hampshire,2018,45,X,0.795165,X,X,X,X,X,X,25,16,3144
States,New Jersey,2018,45,X,2.92529,X,X,X,X,X,X,926,43,31655
States,New Mexico,2018,45,X,1.31015,X,X,X,X,X,X,278,49,21219
States,New York,2018,45,X,1.09622,X,X,X,X,X,X,710,135,64768
States,North Carolina,2018,45,X,1.51526,X,X,X,X,X,X,1427,160,94175
States,North Dakota,2018,45,X,0.787861,X,X,X,X,X,X,27,13,3427
States,Ohio,2018,45,X,0.870578,X,X,X,X,X,X,157,47,18034
States,Oklahoma,2018,45,X,2.58927,X,X,X,X,X,X,153,23,5909
States,Oregon,2018,45,X,0.99541,X,X,X,X,X,X,347,75,34860
States,Pennsylvania,2018,45,X,1.32262,X,X,X,X,X,X,731,140,55269
States,Rhode Island,2018,45,X,0.629704,X,X,X,X,X,X,41,23,6511
States,South Carolina,2018,45,X,2.53877,X,X,X,X,X,X,406,24,15992
States,South Dakota,2018,45,X,0.91149,X,X,X,X,X,X,152,32,16676
States,Tennessee,2018,45,X,0.98301,X,X,X,X,X,X,81,49,8240
States,Texas,2018,45,X,3.16233,X,X,X,X,X,X,945,111,29883
States,Utah,2018,45,X,2.05769,X,X,X,X,X,X,428,54,20800
States,Vermont,2018,45,X,0.89695,X,X,X,X,X,X,45,14,5017
States,Virginia,2018,45,X,2.27396,X,X,X,X,X,X,1850,120,81356
States,Washington,2018,45,X,0.49554,X,X,X,X,X,X,30,29,6054
States,West Virginia,2018,45,X,1.04355,X,X,X,X,X,X,173,48,16578
States,Wisconsin,2018,45,X,1.35031,X,X,X,X,X,X,280,40,20736
States,Wyoming,2018,45,X,0.970414,X,X,X,X,X,X,41,22,4225
States,Puerto Rico,2018,45,X,7.54907,X,X,X,X,X,X,150,4,1987
States,Virgin Islands,2018,45,X,0.788436,X,X,X,X,X,X,6,3,761
States,New York City,2018,45,X,2.28306,X,X,X,X,X,X,2260,78,98990
States,Alabama,2018,46,X,2.96346,X,X,X,X,X,X,1111,82,37490
States,Alaska,2018,46,X,2.5618,X,X,X,X,X,X,114,18,4450
States,Arizona,2018,46,X,2.11686,X,X,X,X,X,X,363,46,17148
States,Arkansas,2018,46,X,2.48363,X,X,X,X,X,X,110,15,4429
States,California,2018,46,X,2.07476,X,X,X,X,X,X,943,115,45451
States,Colorado,2018,46,X,3.09119,X,X,X,X,X,X,1160,72,37526
States,Connecticut,2018,46,X,2.44985,X,X,X,X,X,X,138,21,5633
States,Delaware,2018,46,X,0.41511,X,X,X,X,X,X,10,10,2409
States,District of Columbia,2018,46,X,2.54998,X,X,X,X,X,X,338,6,13255
States,Florida,2018,46,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,46,X,3.74132,X,X,X,X,X,X,2888,99,77192
States,Hawaii,2018,46,X,1.69705,X,X,X,X,X,X,27,18,1591
States,Idaho,2018,46,X,1.30039,X,X,X,X,X,X,20,8,1538
States,Illinois,2018,46,X,1.37384,X,X,X,X,X,X,649,103,47240
States,Indiana,2018,46,X,1.51374,X,X,X,X,X,X,81,25,5351
States,Iowa,2018,46,X,0.387758,X,X,X,X,X,X,28,22,7221
States,Kansas,2018,46,X,1.42206,X,X,X,X,X,X,209,38,14697
States,Kentucky,2018,46,X,1.71684,X,X,X,X,X,X,207,41,12057
States,Louisiana,2018,46,X,4.08906,X,X,X,X,X,X,1956,97,47835
States,Maine,2018,46,X,1.13394,X,X,X,X,X,X,149,51,13140
States,Maryland,2018,46,X,0.78941,X,X,X,X,X,X,65,26,8234
States,Massachusetts,2018,46,X,1.1907,X,X,X,X,X,X,577,58,48459
States,Michigan,2018,46,X,1.45076,X,X,X,X,X,X,354,89,24401
States,Minnesota,2018,46,X,1.84595,X,X,X,X,X,X,139,22,7530
States,Mississippi,2018,46,X,3.26548,X,X,X,X,X,X,523,48,16016
States,Missouri,2018,46,X,0.522496,X,X,X,X,X,X,18,16,3445
States,Montana,2018,46,X,0.714286,X,X,X,X,X,X,61,36,8540
States,Nebraska,2018,46,X,2.61819,X,X,X,X,X,X,175,46,6684
States,Nevada,2018,46,X,0.651933,X,X,X,X,X,X,100,33,15339
States,New Hampshire,2018,46,X,0.224888,X,X,X,X,X,X,6,15,2668
States,New Jersey,2018,46,X,3.23105,X,X,X,X,X,X,1014,45,31383
States,New Mexico,2018,46,X,1.3982,X,X,X,X,X,X,271,48,19382
States,New York,2018,46,X,1.13998,X,X,X,X,X,X,659,136,57808
States,North Carolina,2018,46,X,1.68017,X,X,X,X,X,X,1389,162,82670
States,North Dakota,2018,46,X,1.14135,X,X,X,X,X,X,39,13,3417
States,Ohio,2018,46,X,0.76949,X,X,X,X,X,X,114,44,14815
States,Oklahoma,2018,46,X,3.67013,X,X,X,X,X,X,332,23,9046
States,Oregon,2018,46,X,1.16013,X,X,X,X,X,X,406,75,34996
States,Pennsylvania,2018,46,X,1.38527,X,X,X,X,X,X,675,131,48727
States,Rhode Island,2018,46,X,0.310762,X,X,X,X,X,X,19,22,6114
States,South Carolina,2018,46,X,2.26159,X,X,X,X,X,X,323,26,14282
States,South Dakota,2018,46,X,0.433239,X,X,X,X,X,X,72,32,16619
States,Tennessee,2018,46,X,1.14379,X,X,X,X,X,X,91,53,7956
States,Texas,2018,46,X,3.38883,X,X,X,X,X,X,973,111,28712
States,Utah,2018,46,X,2.01558,X,X,X,X,X,X,370,54,18357
States,Vermont,2018,46,X,1.13384,X,X,X,X,X,X,46,14,4057
States,Virginia,2018,46,X,2.45717,X,X,X,X,X,X,1896,119,77162
States,Washington,2018,46,X,0.487559,X,X,X,X,X,X,29,29,5948
States,West Virginia,2018,46,X,1.09859,X,X,X,X,X,X,154,47,14018
States,Wisconsin,2018,46,X,1.54697,X,X,X,X,X,X,316,41,20427
States,Wyoming,2018,46,X,0.768278,X,X,X,X,X,X,31,20,4035
States,Puerto Rico,2018,46,X,8.06142,X,X,X,X,X,X,168,5,2084
States,Virgin Islands,2018,46,X,0.395257,X,X,X,X,X,X,3,3,759
States,New York City,2018,46,X,2.44287,X,X,X,X,X,X,2324,79,95134
States,Alabama,2018,47,X,3.05731,X,X,X,X,X,X,1084,82,35456
States,Alaska,2018,47,X,2.62815,X,X,X,X,X,X,121,17,4604
States,Arizona,2018,47,X,2.71199,X,X,X,X,X,X,434,47,16003
States,Arkansas,2018,47,X,2.72989,X,X,X,X,X,X,76,13,2784
States,California,2018,47,X,2.07785,X,X,X,X,X,X,719,115,34603
States,Colorado,2018,47,X,2.81932,X,X,X,X,X,X,986,73,34973
States,Connecticut,2018,47,X,2.62246,X,X,X,X,X,X,106,22,4042
States,Delaware,2018,47,X,0.256082,X,X,X,X,X,X,4,10,1562
States,District of Columbia,2018,47,X,2.15529,X,X,X,X,X,X,239,6,11089
States,Florida,2018,47,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,47,X,4.49598,X,X,X,X,X,X,3230,98,71842
States,Hawaii,2018,47,X,1.72956,X,X,X,X,X,X,22,16,1272
States,Idaho,2018,47,X,0.643974,X,X,X,X,X,X,7,8,1087
States,Illinois,2018,47,X,1.55275,X,X,X,X,X,X,627,105,40380
States,Indiana,2018,47,X,1.87045,X,X,X,X,X,X,54,22,2887
States,Iowa,2018,47,X,0.696409,X,X,X,X,X,X,32,22,4595
States,Kansas,2018,47,X,1.53097,X,X,X,X,X,X,198,38,12933
States,Kentucky,2018,47,X,1.88326,X,X,X,X,X,X,201,43,10673
States,Louisiana,2018,47,X,4.69982,X,X,X,X,X,X,2271,98,48321
States,Maine,2018,47,X,1.15213,X,X,X,X,X,X,142,55,12325
States,Maryland,2018,47,X,1.38319,X,X,X,X,X,X,64,24,4627
States,Massachusetts,2018,47,X,1.63042,X,X,X,X,X,X,644,56,39499
States,Michigan,2018,47,X,1.67806,X,X,X,X,X,X,189,47,11263
States,Minnesota,2018,47,X,2.20573,X,X,X,X,X,X,110,20,4987
States,Mississippi,2018,47,X,3.27512,X,X,X,X,X,X,512,48,15633
States,Missouri,2018,47,X,1.18802,X,X,X,X,X,X,23,17,1936
States,Montana,2018,47,X,1.30226,X,X,X,X,X,X,95,35,7295
States,Nebraska,2018,47,X,3.07619,X,X,X,X,X,X,195,47,6339
States,Nevada,2018,47,X,1.12796,X,X,X,X,X,X,148,33,13121
States,New Hampshire,2018,47,X,0.191939,X,X,X,X,X,X,3,14,1563
States,New Jersey,2018,47,X,3.42996,X,X,X,X,X,X,988,45,28805
States,New Mexico,2018,47,X,1.32678,X,X,X,X,X,X,243,46,18315
States,New York,2018,47,X,1.34015,X,X,X,X,X,X,742,136,55367
States,North Carolina,2018,47,X,1.66221,X,X,X,X,X,X,1263,159,75983
States,North Dakota,2018,47,X,0.646154,X,X,X,X,X,X,21,13,3250
States,Ohio,2018,47,X,1.04089,X,X,X,X,X,X,125,47,12009
States,Oklahoma,2018,47,X,4.05823,X,X,X,X,X,X,223,21,5495
States,Oregon,2018,47,X,1.36558,X,X,X,X,X,X,450,77,32953
States,Pennsylvania,2018,47,X,1.60346,X,X,X,X,X,X,663,139,41348
States,Rhode Island,2018,47,X,0.452489,X,X,X,X,X,X,19,23,4199
States,South Carolina,2018,47,X,2.93588,X,X,X,X,X,X,424,27,14442
States,South Dakota,2018,47,X,1.14909,X,X,X,X,X,X,157,32,13663
States,Tennessee,2018,47,X,1.64434,X,X,X,X,X,X,81,52,4926
States,Texas,2018,47,X,3.67031,X,X,X,X,X,X,806,111,21960
States,Utah,2018,47,X,3.04355,X,X,X,X,X,X,522,54,17151
States,Vermont,2018,47,X,0.763151,X,X,X,X,X,X,28,14,3669
States,Virginia,2018,47,X,2.72211,X,X,X,X,X,X,2085,118,76595
States,Washington,2018,47,X,0.744971,X,X,X,X,X,X,30,28,4027
States,West Virginia,2018,47,X,1.40879,X,X,X,X,X,X,117,44,8305
States,Wisconsin,2018,47,X,1.54163,X,X,X,X,X,X,277,40,17968
States,Wyoming,2018,47,X,0.585652,X,X,X,X,X,X,16,19,2732
States,Puerto Rico,2018,47,X,9.18468,X,X,X,X,X,X,187,5,2036
States,Virgin Islands,2018,47,X,0.65189,X,X,X,X,X,X,5,3,767
States,New York City,2018,47,X,2.74578,X,X,X,X,X,X,2448,77,89155
States,Alabama,2018,48,X,3.06889,X,X,X,X,X,X,1263,83,41155
States,Alaska,2018,48,X,2.31352,X,X,X,X,X,X,116,18,5014
States,Arizona,2018,48,X,2.712,X,X,X,X,X,X,552,48,20354
States,Arkansas,2018,48,X,2.10595,X,X,X,X,X,X,97,15,4606
States,California,2018,48,X,2.35193,X,X,X,X,X,X,1177,114,50044
States,Colorado,2018,48,X,3.48753,X,X,X,X,X,X,1492,75,42781
States,Connecticut,2018,48,X,2.59067,X,X,X,X,X,X,155,22,5983
States,Delaware,2018,48,X,0.199681,X,X,X,X,X,X,5,10,2504
States,District of Columbia,2018,48,X,2.2897,X,X,X,X,X,X,368,6,16072
States,Florida,2018,48,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,48,X,4.12984,X,X,X,X,X,X,3378,99,81795
States,Hawaii,2018,48,X,1.92308,X,X,X,X,X,X,34,18,1768
States,Idaho,2018,48,X,0.610288,X,X,X,X,X,X,7,6,1147
States,Illinois,2018,48,X,1.44399,X,X,X,X,X,X,732,104,50693
States,Indiana,2018,48,X,1.69739,X,X,X,X,X,X,93,24,5479
States,Iowa,2018,48,X,0.597984,X,X,X,X,X,X,35,21,5853
States,Kansas,2018,48,X,1.46818,X,X,X,X,X,X,206,36,14031
States,Kentucky,2018,48,X,1.75322,X,X,X,X,X,X,238,44,13575
States,Louisiana,2018,48,X,4.4938,X,X,X,X,X,X,2424,98,53941
States,Maine,2018,48,X,0.843429,X,X,X,X,X,X,110,55,13042
States,Maryland,2018,48,X,1.12314,X,X,X,X,X,X,83,24,7390
States,Massachusetts,2018,48,X,1.39094,X,X,X,X,X,X,716,57,51476
States,Michigan,2018,48,X,1.4829,X,X,X,X,X,X,386,85,26030
States,Minnesota,2018,48,X,2.08246,X,X,X,X,X,X,149,21,7155
States,Mississippi,2018,48,X,3.41987,X,X,X,X,X,X,631,48,18451
States,Missouri,2018,48,X,1.32776,X,X,X,X,X,X,54,17,4067
States,Montana,2018,48,X,0.885296,X,X,X,X,X,X,69,35,7794
States,Nebraska,2018,48,X,2.68817,X,X,X,X,X,X,195,46,7254
States,Nevada,2018,48,X,1.02199,X,X,X,X,X,X,171,33,16732
States,New Hampshire,2018,48,X,0.182083,X,X,X,X,X,X,5,14,2746
States,New Jersey,2018,48,X,3.30683,X,X,X,X,X,X,1098,44,33204
States,New Mexico,2018,48,X,1.40047,X,X,X,X,X,X,299,47,21350
States,New York,2018,48,X,1.31799,X,X,X,X,X,X,828,136,62823
States,North Carolina,2018,48,X,1.79357,X,X,X,X,X,X,1843,159,102756
States,North Dakota,2018,48,X,1.30201,X,X,X,X,X,X,46,13,3533
States,Ohio,2018,48,X,1.14975,X,X,X,X,X,X,204,42,17743
States,Oklahoma,2018,48,X,2.7498,X,X,X,X,X,X,202,21,7346
States,Oregon,2018,48,X,1.22572,X,X,X,X,X,X,443,77,36142
States,Pennsylvania,2018,48,X,1.42853,X,X,X,X,X,X,1074,140,75182
States,Rhode Island,2018,48,X,0.594855,X,X,X,X,X,X,37,23,6220
States,South Carolina,2018,48,X,2.96338,X,X,X,X,X,X,479,26,16164
States,South Dakota,2018,48,X,0.986423,X,X,X,X,X,X,186,32,18856
States,Tennessee,2018,48,X,1.42418,X,X,X,X,X,X,125,52,8777
States,Texas,2018,48,X,3.58931,X,X,X,X,X,X,1104,110,30758
States,Utah,2018,48,X,2.34652,X,X,X,X,X,X,456,54,19433
States,Vermont,2018,48,X,0.93551,X,X,X,X,X,X,47,15,5024
States,Virginia,2018,48,X,2.59753,X,X,X,X,X,X,2158,119,83079
States,Washington,2018,48,X,0.665668,X,X,X,X,X,X,40,26,6009
States,West Virginia,2018,48,X,1.2961,X,X,X,X,X,X,188,49,14505
States,Wisconsin,2018,48,X,1.60114,X,X,X,X,X,X,338,40,21110
States,Wyoming,2018,48,X,0.831817,X,X,X,X,X,X,32,19,3847
States,Puerto Rico,2018,48,X,7.28509,X,X,X,X,X,X,150,4,2059
States,Virgin Islands,2018,48,X,1.11402,X,X,X,X,X,X,17,5,1526
States,New York City,2018,48,X,2.51122,X,X,X,X,X,X,2579,78,102699
States,Alabama,2018,49,X,2.97551,X,X,X,X,X,X,1152,84,38716
States,Alaska,2018,49,X,2.41474,X,X,X,X,X,X,114,18,4721
States,Arizona,2018,49,X,2.66633,X,X,X,X,X,X,525,48,19690
States,Arkansas,2018,49,X,1.94778,X,X,X,X,X,X,94,16,4826
States,California,2018,49,X,2.55125,X,X,X,X,X,X,1206,113,47271
States,Colorado,2018,49,X,3.88091,X,X,X,X,X,X,1606,73,41382
States,Connecticut,2018,49,X,3.6658,X,X,X,X,X,X,240,20,6547
States,Delaware,2018,49,X,0.649652,X,X,X,X,X,X,14,10,2155
States,District of Columbia,2018,49,X,3.57839,X,X,X,X,X,X,349,6,9753
States,Florida,2018,49,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,49,X,4.07818,X,X,X,X,X,X,3182,98,78025
States,Hawaii,2018,49,X,2.21402,X,X,X,X,X,X,36,18,1626
States,Idaho,2018,49,X,0.696594,X,X,X,X,X,X,9,6,1292
States,Illinois,2018,49,X,1.5422,X,X,X,X,X,X,788,103,51096
States,Indiana,2018,49,X,1.8206,X,X,X,X,X,X,96,25,5273
States,Iowa,2018,49,X,0.542571,X,X,X,X,X,X,39,22,7188
States,Kansas,2018,49,X,1.335,X,X,X,X,X,X,192,36,14382
States,Kentucky,2018,49,X,1.54104,X,X,X,X,X,X,184,41,11940
States,Louisiana,2018,49,X,3.95995,X,X,X,X,X,X,2001,97,50531
States,Maine,2018,49,X,0.853603,X,X,X,X,X,X,113,55,13238
States,Maryland,2018,49,X,0.952511,X,X,X,X,X,X,70,25,7349
States,Massachusetts,2018,49,X,1.50652,X,X,X,X,X,X,762,57,50580
States,Michigan,2018,49,X,1.37479,X,X,X,X,X,X,352,86,25604
States,Minnesota,2018,49,X,1.89865,X,X,X,X,X,X,148,23,7795
States,Mississippi,2018,49,X,3.22215,X,X,X,X,X,X,540,48,16759
States,Missouri,2018,49,X,1.63128,X,X,X,X,X,X,63,17,3862
States,Montana,2018,49,X,0.665795,X,X,X,X,X,X,56,34,8411
States,Nebraska,2018,49,X,2.32166,X,X,X,X,X,X,179,46,7710
States,Nevada,2018,49,X,1.09869,X,X,X,X,X,X,168,31,15291
States,New Hampshire,2018,49,X,0.721402,X,X,X,X,X,X,21,16,2911
States,New Jersey,2018,49,X,3.56914,X,X,X,X,X,X,1172,43,32837
States,New Mexico,2018,49,X,1.57558,X,X,X,X,X,X,318,46,20183
States,New York,2018,49,X,1.46959,X,X,X,X,X,X,892,134,60697
States,North Carolina,2018,49,X,1.7682,X,X,X,X,X,X,1792,157,101346
States,North Dakota,2018,49,X,0.791184,X,X,X,X,X,X,28,13,3539
States,Ohio,2018,49,X,1.10415,X,X,X,X,X,X,208,47,18838
States,Oklahoma,2018,49,X,2.92545,X,X,X,X,X,X,197,21,6734
States,Oregon,2018,49,X,1.28866,X,X,X,X,X,X,440,76,34144
States,Pennsylvania,2018,49,X,1.52263,X,X,X,X,X,X,811,138,53263
States,Rhode Island,2018,49,X,0.979741,X,X,X,X,X,X,59,23,6022
States,South Carolina,2018,49,X,2.64892,X,X,X,X,X,X,418,25,15780
States,South Dakota,2018,49,X,0.93426,X,X,X,X,X,X,164,32,17554
States,Tennessee,2018,49,X,1.69782,X,X,X,X,X,X,129,52,7598
States,Texas,2018,49,X,3.57419,X,X,X,X,X,X,1017,110,28454
